Taxon	Major_Clade	Minor_Clade
Babesia	Alveolata	Apicomplexa
Babesia	Alveolata	Apicomplexa
Cryptosporidium	Alveolata	Apicomplexa
Cryptosporidium	Alveolata	Apicomplexa
Cryptosporidium	Alveolata	Apicomplexa
Cyclospora	Alveolata	Apicomplexa
Cystoisospora	Alveolata	Apicomplexa
Gregarina	Alveolata	Apicomplexa
Hammondia	Alveolata	Apicomplexa
Neospora	Alveolata	Apicomplexa
Theileria	Alveolata	Apicomplexa
Theileria	Alveolata	Apicomplexa
Theileria	Alveolata	Apicomplexa
Toxoplasma	Alveolata	Apicomplexa
Ancora	Alveolata	Apicomplexa
Babesia	Alveolata	Apicomplexa
Babesia	Alveolata	Apicomplexa
Blabericola	Alveolata	Apicomplexa
Cephaloidophora	Alveolata	Apicomplexa
Cryptosporidium	Alveolata	Apicomplexa
Cryptosporidium	Alveolata	Apicomplexa
Devanium	Alveolata	Apicomplexa
Digyalum	Alveolata	Apicomplexa
Eimeria	Alveolata	Apicomplexa
Eleutheroschizon	Alveolata	Apicomplexa
Ganymedes	Alveolata	Apicomplexa
Ganymedes	Alveolata	Apicomplexa
Haemoproteus	Alveolata	Apicomplexa
Klossia	Alveolata	Apicomplexa
Lankesteria	Alveolata	Apicomplexa
Lankesteria	Alveolata	Apicomplexa
Margolisiella	Alveolata	Apicomplexa
Merocystis	Alveolata	Apicomplexa
Monocystis	Alveolata	Apicomplexa
Ophryocystis	Alveolata	Apicomplexa
Plasmodium	Alveolata	Apicomplexa
Plasmodium	Alveolata	Apicomplexa
Platyproteum	Alveolata	Apicomplexa
Polyplicarium	Alveolata	Apicomplexa
Pterospora	Alveolata	Apicomplexa
Sarcocystis	Alveolata	Apicomplexa
Sarcocystis	Alveolata	Apicomplexa
Selenidium	Alveolata	Apicomplexa
Selenidium	Alveolata	Apicomplexa
Selenidium	Alveolata	Apicomplexa
Selenidium	Alveolata	Apicomplexa
Selenidium	Alveolata	Apicomplexa
Selenidium	Alveolata	Apicomplexa
Siedleckia	Alveolata	Apicomplexa
Siedleckia	Alveolata	Apicomplexa
Thiriotia	Alveolata	Apicomplexa
Trichotokara	Alveolata	Apicomplexa
Moneuplotes	Alveolata	Ciliophora
Stentor	Alveolata	Ciliophora
Stylonychia	Alveolata	Ciliophora
Anaerocyclidium	Alveolata	Ciliophora
Apodileptus	Alveolata	Ciliophora
Balantidium	Alveolata	Ciliophora
Blepharisma	Alveolata	Ciliophora
Blepharisma	Alveolata	Ciliophora
Blepharisma	Alveolata	Ciliophora
Bourlandella	Alveolata	Ciliophora
Brachonella	Alveolata	Ciliophora
Brachonella	Alveolata	Ciliophora
Bursaria	Alveolata	Ciliophora
Campanella	Alveolata	Ciliophora
Chilodonella	Alveolata	Ciliophora
Chilodonella	Alveolata	Ciliophora
Climacostomum	Alveolata	Ciliophora
Colpoda	Alveolata	Ciliophora
Colpoda	Alveolata	Ciliophora
Colpoda	Alveolata	Ciliophora
Dasytricha	Alveolata	Ciliophora
Diplodinium	Alveolata	Ciliophora
Enoploplastron	Alveolata	Ciliophora
Entodinium	Alveolata	Ciliophora
Entodinium	Alveolata	Ciliophora
Entodinium	Alveolata	Ciliophora
Entodinium	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Euplotes	Alveolata	Ciliophora
Favella	Alveolata	Ciliophora
Halteria	Alveolata	Ciliophora
Haptorida	Alveolata	Ciliophora
Heterometopus	Alveolata	Ciliophora
Isotricha	Alveolata	Ciliophora
Litonotus	Alveolata	Ciliophora
Maristentor	Alveolata	Ciliophora
Mesodinium	Alveolata	Ciliophora
Mesodinium	Alveolata	Ciliophora
Mesodinium	Alveolata	Ciliophora
Mesodinium	Alveolata	Ciliophora
Metopus	Alveolata	Ciliophora
Metopus	Alveolata	Ciliophora
Metopus	Alveolata	Ciliophora
Moneuplotes	Alveolata	Ciliophora
Muranothrix	Alveolata	Ciliophora
Nolandia	Alveolata	Ciliophora
Nyctotherus	Alveolata	Ciliophora
Ophryoscolex	Alveolata	Ciliophora
Paralembus	Alveolata	Ciliophora
Paraurostyla	Alveolata	Ciliophora
Phacodinium	Alveolata	Ciliophora
Plagiopyla	Alveolata	Ciliophora
Platyophrya	Alveolata	Ciliophora
Polyplastron	Alveolata	Ciliophora
Prorodon	Alveolata	Ciliophora
Protocruzia	Alveolata	Ciliophora
Protocruzia	Alveolata	Ciliophora
Protocruzia	Alveolata	Ciliophora
Pseudoamphisiella	Alveolata	Ciliophora
Pseudokeronopsis	Alveolata	Ciliophora
Pseudokeronopsis	Alveolata	Ciliophora
Pseudokeronopsis	Alveolata	Ciliophora
Pseudomicrothorax	Alveolata	Ciliophora
Rimaleptus	Alveolata	Ciliophora
Schmidingerella	Alveolata	Ciliophora
Spirostomum	Alveolata	Ciliophora
Spirostomum	Alveolata	Ciliophora
Spirostomum	Alveolata	Ciliophora
Spirostomum	Alveolata	Ciliophora
Spirostomum	Alveolata	Ciliophora
Stentor	Alveolata	Ciliophora
Stentor	Alveolata	Ciliophora
Strombidinopsis	Alveolata	Ciliophora
Strombidium	Alveolata	Ciliophora
Strombidium	Alveolata	Ciliophora
Stylonychia	Alveolata	Ciliophora
Thigmothrix	Alveolata	Ciliophora
Tiarina	Alveolata	Ciliophora
Trachelius	Alveolata	Ciliophora
Uroleptopsis	Alveolata	Ciliophora
Urostomides	Alveolata	Ciliophora
Vorticella	Alveolata	Ciliophora
Wilbertomorpha	Alveolata	Ciliophora
Zoothamnium	Alveolata	Ciliophora
Vitrella	Alveolata	Colpodellida
Chromera	Alveolata	Colpodellida
Colpodella	Alveolata	Colpodellida
Colponema	Alveolata	Colpodellida
Cladocopium	Alveolata	Dinophyceae
Durusdinium	Alveolata	Dinophyceae
Effrenium	Alveolata	Dinophyceae
Perkinsus	Alveolata	Dinophyceae
Perkinsus	Alveolata	Dinophyceae
Polarella	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Abedinium	Alveolata	Dinophyceae
Akashiwo	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Alexandrium	Alveolata	Dinophyceae
Amyloodinium	Alveolata	Dinophyceae
Ankistrodinium	Alveolata	Dinophyceae
Ansanella	Alveolata	Dinophyceae
Apocalathium	Alveolata	Dinophyceae
Azadinium	Alveolata	Dinophyceae
Balechina	Alveolata	Dinophyceae
Biecheleria	Alveolata	Dinophyceae
Biecheleriopsis	Alveolata	Dinophyceae
Breviolum	Alveolata	Dinophyceae
Breviolum	Alveolata	Dinophyceae
Breviolum	Alveolata	Dinophyceae
Breviolum	Alveolata	Dinophyceae
Chimonodinium	Alveolata	Dinophyceae
Cochlodinium	Alveolata	Dinophyceae
Coolia	Alveolata	Dinophyceae
Coolia	Alveolata	Dinophyceae
Crypthecodinium	Alveolata	Dinophyceae
Cyklopsia	Alveolata	Dinophyceae
Dinophysis	Alveolata	Dinophyceae
Dinophysis	Alveolata	Dinophyceae
Dinophysis	Alveolata	Dinophyceae
Dinophysis	Alveolata	Dinophyceae
Dinophysis	Alveolata	Dinophyceae
Dinophysis	Alveolata	Dinophyceae
Durinskia	Alveolata	Dinophyceae
Durinskia	Alveolata	Dinophyceae
Durinskia	Alveolata	Dinophyceae
Durinskia	Alveolata	Dinophyceae
Eleftheros	Alveolata	Dinophyceae
Fabadinium	Alveolata	Dinophyceae
Freudenthalidium	Alveolata	Dinophyceae
Freudenthalidium	Alveolata	Dinophyceae
Fugacium	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gambierdiscus	Alveolata	Dinophyceae
Gonyaulax	Alveolata	Dinophyceae
Gymnodinium	Alveolata	Dinophyceae
Gymnodinium	Alveolata	Dinophyceae
Gymnodinium	Alveolata	Dinophyceae
Gymnoxanthella	Alveolata	Dinophyceae
Gyrodinium	Alveolata	Dinophyceae
Halluxium	Alveolata	Dinophyceae
Haplozoon	Alveolata	Dinophyceae
Haplozoon	Alveolata	Dinophyceae
Heterocapsa	Alveolata	Dinophyceae
Heterocapsa	Alveolata	Dinophyceae
Heterocapsa	Alveolata	Dinophyceae
Karenia	Alveolata	Dinophyceae
Karenia	Alveolata	Dinophyceae
Karenia	Alveolata	Dinophyceae
Karenia	Alveolata	Dinophyceae
Kryptoperidinium	Alveolata	Dinophyceae
Kryptoperidinium	Alveolata	Dinophyceae
Lepidodinium	Alveolata	Dinophyceae
Levanderina	Alveolata	Dinophyceae
Lingulodinium	Alveolata	Dinophyceae
Margalefidinium	Alveolata	Dinophyceae
Noctiluca	Alveolata	Dinophyceae
Ostreopsis	Alveolata	Dinophyceae
Ostreopsis	Alveolata	Dinophyceae
Ostreopsis	Alveolata	Dinophyceae
Oxyrrhis	Alveolata	Dinophyceae
Oxytoxum	Alveolata	Dinophyceae
Palatinus	Alveolata	Dinophyceae
Paragymnodinium	Alveolata	Dinophyceae
Parvilucifera	Alveolata	Dinophyceae
Parvodinium	Alveolata	Dinophyceae
Parvodinium	Alveolata	Dinophyceae
Pelagodinium	Alveolata	Dinophyceae
Peridinium	Alveolata	Dinophyceae
Peridinium	Alveolata	Dinophyceae
Peridinium	Alveolata	Dinophyceae
Pfiesteria	Alveolata	Dinophyceae
Phalacroma	Alveolata	Dinophyceae
Polykrikos	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Prorocentrum	Alveolata	Dinophyceae
Protoceratium	Alveolata	Dinophyceae
Protoperidinium	Alveolata	Dinophyceae
Protoperidinium	Alveolata	Dinophyceae
Pyrodinium	Alveolata	Dinophyceae
Scrippsiella	Alveolata	Dinophyceae
Scrippsiella	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Symbiodinium	Alveolata	Dinophyceae
Takayama	Alveolata	Dinophyceae
Tripos	Alveolata	Dinophyceae
Yihiella	Alveolata	Dinophyceae
Zooxanthella	Alveolata	Dinophyceae
Acanthamoeba	Amoebozoa	
Acytostelium	Amoebozoa	
Balamuthia	Amoebozoa	
Cavenderia	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Entamoeba	Amoebozoa	
Entamoeba	Amoebozoa	
Entamoeba	Amoebozoa	
Entamoeba	Amoebozoa	
Entamoeba	Amoebozoa	
Pelomyxa	Amoebozoa	
Planoprotostelium	Amoebozoa	
Polysphondylium	Amoebozoa	
Tieghemostelium	Amoebozoa	
Acanthamoeba	Amoebozoa	
Acanthamoeba	Amoebozoa	
Acanthamoeba	Amoebozoa	
Acanthamoeba	Amoebozoa	
Acramoeba	Amoebozoa	
Amoeba	Amoebozoa	
Arcella	Amoebozoa	
Cavenderia	Amoebozoa	
Cavenderia	Amoebozoa	
Cavenderia	Amoebozoa	
Cavostelium	Amoebozoa	
Ceratiomyxa	Amoebozoa	
Clastostelium	Amoebozoa	
Cochliopodium	Amoebozoa	
Cochliopodium	Amoebozoa	
Copromyxa	Amoebozoa	
Cyclopyxis	Amoebozoa	
Dermamoeba	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Dictyostelium	Amoebozoa	
Didymium	Amoebozoa	
Didymium	Amoebozoa	
Difflugia	Amoebozoa	
Difflugia	Amoebozoa	
Echinosteliopsis	Amoebozoa	
Endostelium	Amoebozoa	
Filamoeba	Amoebozoa	
Flabellula	Amoebozoa	
Flamella	Amoebozoa	
Fuligo	Amoebozoa	
Hagiwaraea	Amoebozoa	
Heleopera	Amoebozoa	
Heleopera	Amoebozoa	
Heleopera	Amoebozoa	
Heterostelium	Amoebozoa	
Hyalosphenia	Amoebozoa	
Hyalosphenia	Amoebozoa	
Idionectes	Amoebozoa	
Kanabo	Amoebozoa	
Kanabo	Amoebozoa	
Luapeleamoeba	Amoebozoa	
Luapeleamoeba	Amoebozoa	
Mastigamoeba	Amoebozoa	
Mastigamoeba	Amoebozoa	
Mastigella	Amoebozoa	
Mayorella	Amoebozoa	
Mayorella	Amoebozoa	
Microchlamys	Amoebozoa	
Microcorycia	Amoebozoa	
Nebela	Amoebozoa	
Nebela	Amoebozoa	
Nebela	Amoebozoa	
Nematostelium	Amoebozoa	
Netzelia	Amoebozoa	
Netzelia	Amoebozoa	
Paradermamoeba	Amoebozoa	
Parakanabo	Amoebozoa	
Parakanabo	Amoebozoa	
Paramoeba	Amoebozoa	
Paramoeba	Amoebozoa	
Paramoeba	Amoebozoa	
Paramoeba	Amoebozoa	
Paramoeba	Amoebozoa	
Parvamoeba	Amoebozoa	
Parvamoeba	Amoebozoa	
Pellita	Amoebozoa	
Phalansterium	Amoebozoa	
Physarum	Amoebozoa	
Physarum	Amoebozoa	
Physarum	Amoebozoa	
Planocarina	Amoebozoa	
Protostelium	Amoebozoa	
Pyxidicula	Amoebozoa	
Quadrulella	Amoebozoa	
Raperostelium	Amoebozoa	
Raperostelium	Amoebozoa	
Raperostelium	Amoebozoa	
Rhizamoeba	Amoebozoa	
Rhizomastix	Amoebozoa	
Rhizomastix	Amoebozoa	
Rhizomastix	Amoebozoa	
Schizoplasmodiopsis	Amoebozoa	
Schizoplasmodiopsis	Amoebozoa	
Soliformovum	Amoebozoa	
Spumochlamys	Amoebozoa	
Squamamoeba	Amoebozoa	
Stenamoeba	Amoebozoa	
Stereomyxa	Amoebozoa	
Stratorugosa	Amoebozoa	
Stygamoeba	Amoebozoa	
Thecamoeba	Amoebozoa	
Tieghemostelium	Amoebozoa	
Unda	Amoebozoa	
Vannella	Amoebozoa	
Vannella	Amoebozoa	
Vermamoeba	Amoebozoa	
Vermistella	Amoebozoa	
Vexillifera	Amoebozoa	
Fabomonas	Ancyromonadida	 Planomonadidae 
Ancyromonas	Ancyromonadida	Ancyromonadidae
Ancyromonas	Ancyromonadida	Ancyromonadidae
Ancyromonas	Ancyromonadida	Ancyromonadidae
Caraotamonas	Ancyromonadida	Ancyromonadidae
Nyramonas	Ancyromonadida	Ancyromonadidae
Striomonas	Ancyromonadida	Ancyromonadidae
Nutomonas	Ancyromonadida	Nutomonas
Fabomonas	Ancyromonadida	Planomonadidae
Planomonas	Ancyromonadida	Planomonadidae
Thecamonas	Apusozoa	Apusomonadida
Apusomonas	Apusozoa	Apusomonadida
Apusomonas	Apusozoa	Apusomonadida
Catacumbia	Apusozoa	Apusomonadida
Cavaliersmithia	Apusozoa	Apusomonadida
Chelonemonas	Apusozoa	Apusomonadida
Chelonemonas	Apusozoa	Apusomonadida
Karpovia	Apusozoa	Apusomonadida
Multimonas	Apusozoa	Apusomonadida
Mylnikovia	Apusozoa	Apusomonadida
Podomonas	Apusozoa	Apusomonadida
Podomonas	Apusozoa	Apusomonadida
Singekia	Apusozoa	Apusomonadida
Singekia	Apusozoa	Apusomonadida
Apatococcus	Archaeplastida	Chlorophyta
Astrephomene	Archaeplastida	Chlorophyta
Auxenochlorella	Archaeplastida	Chlorophyta
Bathycoccus	Archaeplastida	Chlorophyta
Chlorella	Archaeplastida	Chlorophyta
Chlorella	Archaeplastida	Chlorophyta
Chlorella	Archaeplastida	Chlorophyta
Chloropicon	Archaeplastida	Chlorophyta
Chloropicon	Archaeplastida	Chlorophyta
Coccomyxa	Archaeplastida	Chlorophyta
Coccomyxa	Archaeplastida	Chlorophyta
Cymbomonas	Archaeplastida	Chlorophyta
Dunaliella	Archaeplastida	Chlorophyta
Elliptochloris	Archaeplastida	Chlorophyta
Micractinium	Archaeplastida	Chlorophyta
Micractinium	Archaeplastida	Chlorophyta
Micromonas	Archaeplastida	Chlorophyta
Monoraphidium	Archaeplastida	Chlorophyta
Myrmecia	Archaeplastida	Chlorophyta
Ostreobium	Archaeplastida	Chlorophyta
Ostreococcus	Archaeplastida	Chlorophyta
Parachlorella	Archaeplastida	Chlorophyta
Picocystis	Archaeplastida	Chlorophyta
Pleodorina	Archaeplastida	Chlorophyta
Prototheca	Archaeplastida	Chlorophyta
Pseudoscourfieldia	Archaeplastida	Chlorophyta
Pycnococcus	Archaeplastida	Chlorophyta
Raphidocelis	Archaeplastida	Chlorophyta
Sanguina	Archaeplastida	Chlorophyta
Scenedesmus	Archaeplastida	Chlorophyta
Symbiochloris	Archaeplastida	Chlorophyta
Tetradesmus	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Volvox	Archaeplastida	Chlorophyta
Acutodesmus	Archaeplastida	Chlorophyta
Aegagropila	Archaeplastida	Chlorophyta
Ankistrodesmus	Archaeplastida	Chlorophyta
Aphanochaete	Archaeplastida	Chlorophyta
Aphanochaete	Archaeplastida	Chlorophyta
Aphanochaete	Archaeplastida	Chlorophyta
Asteromonas	Archaeplastida	Chlorophyta
Astrephomene	Archaeplastida	Chlorophyta
Atractomorpha	Archaeplastida	Chlorophyta
Bryopsis	Archaeplastida	Chlorophyta
Calidiella	Archaeplastida	Chlorophyta
Calidiella	Archaeplastida	Chlorophyta
Carteria	Archaeplastida	Chlorophyta
Caulerpa	Archaeplastida	Chlorophyta
Caulerpa	Archaeplastida	Chlorophyta
Caulerpa	Archaeplastida	Chlorophyta
Caulerpa	Archaeplastida	Chlorophyta
Caulerpa	Archaeplastida	Chlorophyta
Caulerpa	Archaeplastida	Chlorophyta
Cephaleuros	Archaeplastida	Chlorophyta
Chaetomorpha	Archaeplastida	Chlorophyta
Chaetopeltis	Archaeplastida	Chlorophyta
Chaetophora	Archaeplastida	Chlorophyta
Chaetophoropsis	Archaeplastida	Chlorophyta
Chaetophoropsis	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlamydomonas	Archaeplastida	Chlorophyta
Chlorella	Archaeplastida	Chlorophyta
Chlorocladiella	Archaeplastida	Chlorophyta
Chlorocladiella	Archaeplastida	Chlorophyta
Chloroclados	Archaeplastida	Chlorophyta
Chlorococcum	Archaeplastida	Chlorophyta
Chlorococcum	Archaeplastida	Chlorophyta
Chlorococcum	Archaeplastida	Chlorophyta
Chlorococcum	Archaeplastida	Chlorophyta
Chlorodesmis	Archaeplastida	Chlorophyta
Chloroidium	Archaeplastida	Chlorophyta
Chlorominima	Archaeplastida	Chlorophyta
Chloromonas	Archaeplastida	Chlorophyta
Chloromonas	Archaeplastida	Chlorophyta
Chloromonas	Archaeplastida	Chlorophyta
Chloromonas	Archaeplastida	Chlorophyta
Chloromonas	Archaeplastida	Chlorophyta
Chloromonas	Archaeplastida	Chlorophyta
Chloropicon	Archaeplastida	Chlorophyta
Chloropicon	Archaeplastida	Chlorophyta
Chodatodesmus	Archaeplastida	Chlorophyta
Chromochloris	Archaeplastida	Chlorophyta
Cladophora	Archaeplastida	Chlorophyta
Codium	Archaeplastida	Chlorophyta
Codium	Archaeplastida	Chlorophyta
Coelastrella	Archaeplastida	Chlorophyta
Coelastrella	Archaeplastida	Chlorophyta
Coelastrella	Archaeplastida	Chlorophyta
Coelastrella	Archaeplastida	Chlorophyta
Coelastrum	Archaeplastida	Chlorophyta
Coelastrum	Archaeplastida	Chlorophyta
Coelastrum	Archaeplastida	Chlorophyta
Coelastrum	Archaeplastida	Chlorophyta
Colemanosphaera	Archaeplastida	Chlorophyta
Colemanosphaera	Archaeplastida	Chlorophyta
Crucigenia	Archaeplastida	Chlorophyta
Crustomastix	Archaeplastida	Chlorophyta
Cylindrocapsa	Archaeplastida	Chlorophyta
Desmochloris	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Desmodesmus	Archaeplastida	Chlorophyta
Dichotomosiphon	Archaeplastida	Chlorophyta
Diplosphaera	Archaeplastida	Chlorophyta
Dolichomastix	Archaeplastida	Chlorophyta
Draparnaldia	Archaeplastida	Chlorophyta
Dunaliella	Archaeplastida	Chlorophyta
Dunaliella	Archaeplastida	Chlorophyta
Dunaliella	Archaeplastida	Chlorophyta
Dunaliella	Archaeplastida	Chlorophyta
Elliptochloris	Archaeplastida	Chlorophyta
Enallax	Archaeplastida	Chlorophyta
Enallax	Archaeplastida	Chlorophyta
Eremochloris	Archaeplastida	Chlorophyta
Eremosphaera	Archaeplastida	Chlorophyta
Ettlia	Archaeplastida	Chlorophyta
Eudorina	Archaeplastida	Chlorophyta
Eudorina	Archaeplastida	Chlorophyta
Eudorina	Archaeplastida	Chlorophyta
Eudorina	Archaeplastida	Chlorophyta
Eudorina	Archaeplastida	Chlorophyta
Flechtneria	Archaeplastida	Chlorophyta
Floydiella	Archaeplastida	Chlorophyta
Fritschiella	Archaeplastida	Chlorophyta
Fusola	Archaeplastida	Chlorophyta
Glaukea	Archaeplastida	Chlorophyta
Golenkinia	Archaeplastida	Chlorophyta
Gonium	Archaeplastida	Chlorophyta
Gonium	Archaeplastida	Chlorophyta
Gonium	Archaeplastida	Chlorophyta
Gonium	Archaeplastida	Chlorophyta
Graesiella	Archaeplastida	Chlorophyta
Hafniomonas	Archaeplastida	Chlorophyta
Halimeda	Archaeplastida	Chlorophyta
Halimeda	Archaeplastida	Chlorophyta
Halimeda	Archaeplastida	Chlorophyta
Halochlorella	Archaeplastida	Chlorophyta
Halochlorococcum	Archaeplastida	Chlorophyta
Halofilum	Archaeplastida	Chlorophyta
Hazenia	Archaeplastida	Chlorophyta
Heterochlamydomonas	Archaeplastida	Chlorophyta
Hormotilopsis	Archaeplastida	Chlorophyta
Hydrodictyon	Archaeplastida	Chlorophyta
Ignatius	Archaeplastida	Chlorophyta
Leontynka	Archaeplastida	Chlorophyta
Leontynka	Archaeplastida	Chlorophyta
Leptosira	Archaeplastida	Chlorophyta
Lobomonas	Archaeplastida	Chlorophyta
Makinoella	Archaeplastida	Chlorophyta
Mantoniella	Archaeplastida	Chlorophyta
Medakamo	Archaeplastida	Chlorophyta
Messastrum	Archaeplastida	Chlorophyta
Micromonas	Archaeplastida	Chlorophyta
Microthamnion	Archaeplastida	Chlorophyta
Monomastix	Archaeplastida	Chlorophyta
Monoraphidium	Archaeplastida	Chlorophyta
Myrmecia	Archaeplastida	Chlorophyta
Neglectella	Archaeplastida	Chlorophyta
Neglectella	Archaeplastida	Chlorophyta
Neochloris	Archaeplastida	Chlorophyta
Neodesmus	Archaeplastida	Chlorophyta
Neodesmus	Archaeplastida	Chlorophyta
Nephrocytium	Archaeplastida	Chlorophyta
Nephroselmis	Archaeplastida	Chlorophyta
Nephroselmis	Archaeplastida	Chlorophyta
Oedocladium	Archaeplastida	Chlorophyta
Oedocladium	Archaeplastida	Chlorophyta
Oedogonium	Archaeplastida	Chlorophyta
Oedogonium	Archaeplastida	Chlorophyta
Oedogonium	Archaeplastida	Chlorophyta
Oedogonium	Archaeplastida	Chlorophyta
Oedogonium	Archaeplastida	Chlorophyta
Okellya	Archaeplastida	Chlorophyta
Oltmannsiellopsis	Archaeplastida	Chlorophyta
Oltmannsiellopsis	Archaeplastida	Chlorophyta
Oocystis	Archaeplastida	Chlorophyta
Oocystis	Archaeplastida	Chlorophyta
Oocystis	Archaeplastida	Chlorophyta
Oogamochlamys	Archaeplastida	Chlorophyta
Oophila	Archaeplastida	Chlorophyta
Ostreococcus	Archaeplastida	Chlorophyta
Pandorina	Archaeplastida	Chlorophyta
Pandorina	Archaeplastida	Chlorophyta
Paulbroadya	Archaeplastida	Chlorophyta
Paulbroadya	Archaeplastida	Chlorophyta
Pectinodesmus	Archaeplastida	Chlorophyta
Pectinodesmus	Archaeplastida	Chlorophyta
Pediastrum	Archaeplastida	Chlorophyta
Pedinomonas	Archaeplastida	Chlorophyta
Penicillus	Archaeplastida	Chlorophyta
Penicillus	Archaeplastida	Chlorophyta
Percursaria	Archaeplastida	Chlorophyta
Phacotus	Archaeplastida	Chlorophyta
Phaeophila	Archaeplastida	Chlorophyta
Phyllosiphon	Archaeplastida	Chlorophyta
Picochlorum	Archaeplastida	Chlorophyta
Picochlorum	Archaeplastida	Chlorophyta
Picochlorum	Archaeplastida	Chlorophyta
Pithophora	Archaeplastida	Chlorophyta
Platydorina	Archaeplastida	Chlorophyta
Pleodorina	Archaeplastida	Chlorophyta
Pleodorina	Archaeplastida	Chlorophyta
Pleodorina	Archaeplastida	Chlorophyta
Pleodorina	Archaeplastida	Chlorophyta
Polulichloris	Archaeplastida	Chlorophyta
Polyblepharides	Archaeplastida	Chlorophyta
Polytomella	Archaeplastida	Chlorophyta
Polytomella	Archaeplastida	Chlorophyta
Polytomella	Archaeplastida	Chlorophyta
Prasiola	Archaeplastida	Chlorophyta
Protoeuglena	Archaeplastida	Chlorophyta
Prototheca	Archaeplastida	Chlorophyta
Prototheca	Archaeplastida	Chlorophyta
Pseudochloris	Archaeplastida	Chlorophyta
Pseudococcomyxa	Archaeplastida	Chlorophyta
Pteromonas	Archaeplastida	Chlorophyta
Pterosperma	Archaeplastida	Chlorophyta
Pyramimonas	Archaeplastida	Chlorophyta
Pyramimonas	Archaeplastida	Chlorophyta
Pyramimonas	Archaeplastida	Chlorophyta
Rhexinema	Archaeplastida	Chlorophyta
Rhexinema	Archaeplastida	Chlorophyta
Scenedesmus	Archaeplastida	Chlorophyta
Scenedesmus	Archaeplastida	Chlorophyta
Scenedesmus	Archaeplastida	Chlorophyta
Scenedesmus	Archaeplastida	Chlorophyta
Scenedesmus	Archaeplastida	Chlorophyta
Scherffelia	Archaeplastida	Chlorophyta
Schizomeris	Archaeplastida	Chlorophyta
Scotinosphaera	Archaeplastida	Chlorophyta
Scotinosphaera	Archaeplastida	Chlorophyta
Selenastrum	Archaeplastida	Chlorophyta
Spermatozopsis	Archaeplastida	Chlorophyta
